category,subcategory,label,prompt,
Person,Mouth,狼牙棒,spiked_club,
Person,Mouth,牙,tooth,
Person,Mouth,牙刷,toothbrush,
Person,Mouth,象牙,tusks,
Person,Mouth,鲨鱼牙,shark_mouth,
Person,Mouth,舌头放在上唇,:q:,
Person,Mouth,舌头放在下唇,:p:,
Person,Mouth,眨眼舌头上伸,;p:,
Person,Mouth,舌吻,french_kiss,
Person,Mouth,长舌头,long_tongue,
Person,Mouth,伸出舌头,oral_invitation,
Person,Mouth,舌头,tongue,
Person,Mouth,吐舌头,tongue_out,
Person,Mouth,小舌头,uvula,
Person,Nails,手指甲,fingernails,
Person,Nails,脚趾甲,toenails,
Person,Nails,指甲油,nail_polish,
Person,Nails,脚趾甲油,toenail_polish,
Person,Nails,黑色指甲,black_nails,
Person,Nails,红色指甲,red_nails,
Person,Nails,粉色指甲,pink_nails,
Person,Nails,长指甲,long_fingernails,
Person,Nails,指甲,nail,
Person,Nails,多彩指甲,multicolored_nails,
Person,Nails,美甲,nail_art,
Person,Nails,方形指甲,square_nails,
Person,Nails,椭圆形指甲,oval_nails,
Person,Nails,尖形指甲,stiletto_nails,
Person,Nails,杏仁形指甲,almond_nails,
Person,Nails,短指甲,short_nails,
Person,Nails,干净的指甲,clean_nails,
Person,Nails,脏的指甲,dirty_nails,
Person,Nails,断掉的指甲,broken_nails,
Person,Nails,水钻,rhinestones,
Person,Nails,贴纸,nail_stickers,
Person,Nails,亮片,glitter,
Person,Nails,蓝色指甲,blue_nails,
Person,Nails,绿色指甲,green_nails,
Person,Nails,紫色指甲,purple_nails,
Person,Nails,黄色指甲,yellow_nails,
Person,Nails,裸色指甲,nude_nails,
Person,Nails,白色指甲,white_nails,
Person,Nails,法式美甲,french_manicure,
Person,Chest,胸部,chest,
Person,Chest,贫乳(A_),flat chest,
Person,Chest,小胸部(B),small breasts,
Person,Chest,中等胸部(C),medium breasts,
Person,Chest,大胸部(D),big breasts,
Person,Chest,巨乳(E),huge breasts,
Person,Chest,超巨乳(F),gigantic breasts,
Person,Chest,两胸之间,between breasts,
Person,Chest,胸部分开,breasts apart,
Person,Chest,下垂胸部,hanging breasts,
Person,Chest,晃动胸部,bouncing breasts,
Person,Chest,乳沟,cleavage,
Person,Chest,乳晕,areola,
Person,Chest,乳头,nipples,
Person,Chest,胸肌,pectorals,
Person,Chest,大胸肌,large pectorals,
Person,Chest,半露胸部,unbuttoned clothes,
Person,Chest,发育不良,underdeveloped breasts,
Person,Chest,丰满,full breasts,
Person,Chest,紧实,firm breasts,
Person,Chest,松弛,sagging breasts,
Person,Chest,不对称,asymmetrical breasts,
Person,Chest,敏感的乳头,sensitive nipples,
Person,Chest,受伤的胸部,injured breasts,
Person,Shoulders,赤肩,bare shoulders,
Person,Shoulders,袒肩,exposed shoulders,
Person,Shoulders,露肩,off-the-shoulder,
Person,Shoulders,斜肩,one-shoulder,
Person,Shoulders,低肩,low-cut shoulders,
Person,Shoulders,直角肩,square shoulders,
Person,Shoulders,溜肩,sloped shoulders,
Person,Shoulders,圆肩,round shoulders,
Person,Shoulders,窄肩,narrow shoulders,
Person,Shoulders,宽肩,broad shoulders,
Person,Shoulders,锁骨,collarbonea,
Person,Shoulders,腋下,armpits,
Person,Shoulders,腋窝皱痕,armpit_crease,
Person,Waist,细腰,narrow_waist,
Person,Waist,纤细的腰,slender_waist,
Person,Waist,蜂腰,wasp waist,
Person,Waist,柳腰,willow waist,
Person,Waist,小蛮腰,small waist,
Person,Abdomen,腹部,midriff,
Person,Abdomen,肚子,belly,
Person,Abdomen,腹肌,absolute_territory,
Person,Abdomen,隆起的腹部,inflation,
Person,Abdomen,肚脐,navel,
Person,Abdomen,腹股沟,groin,
Person,Abdomen,怀孕的腹部,pregnant,
Person,Wings,翅膀,wings,
Person,Wings,蝙蝠翅膀,bat_wings,
Person,Wings,蝴蝶翅膀,butterfly_wings,
Person,Wings,黑色之翼,black_wings,
Person,Wings,恶魔之翼,demon_wings,
Person,Wings,不对称的翅膀,asymmetrical_wings,
Person,Wings,不与本体相连的翅膀,detached_wings,
Person,Wings,妖精翅膀,fairy_wings,
Person,Wings,仿造翅膀,fake_wings,
Person,Wings,燃烧着的翅膀,fiery_wings,
Person,Wings,昆虫翅膀,insect_wings,
Person,Wings,大翅膀,large_wings,
Person,Wings,腰间的翅膀,low_wings,
Person,Wings,迷你翅膀,mini_wings,
Person,Wings,多种颜色翅膀,multicolored_wings,
Person,Wings,多对翅膀,multiple_wings,
Person,Wings,无翅膀,no_wings,
Person,Wings,带翅膀的头盔,winged_helmet,
Clothing,Formal,西装,suit,
Clothing,Formal,燕尾服,tuxedo,
Clothing,Formal,礼服,formal_dress,
Clothing,Formal,礼服,evening_gown,
Clothing,Formal,晚会礼服,canonicals,
Clothing,Formal,鸡尾酒连衣裙,cocktail_dress,
Clothing,Formal,女长服,gown,
Clothing,Formal,和服,japanese_clothes,
Clothing,Formal,和服,kimono,
Clothing,Formal,无袖和服,sleeveless_kimono,
Clothing,Formal,短和服,short_kimono,
Clothing,Formal,印花和服,print_kimono,
Clothing,Formal,振袖(和服的一部份),furisode,
Clothing,Formal,衣带(和服用),obi,
Clothing,Formal,饰带,sash,
Clothing,Formal,旗袍,cheongsam,
Clothing,Formal,旗袍,china_dress,
Clothing,Formal,印花旗袍,print_cheongsam,
Clothing,Formal,旗袍类衣物的前摆,pelvic_curtain,
Clothing,Formal,婚纱,wedding_dress,
Clothing,Formal,白无垢(日式嫁衣),uchikake,
Clothing,Formal,校服,school_uniform,
Clothing,Formal,水手服,sailor,
Clothing,Formal,水手服,serafuku,
Clothing,Formal,夏季制服,summer_uniform,
Clothing,Formal,幼儿园制服,kindergarten_uniform,
Clothing,Formal,警服,police_uniform,
Clothing,Formal,海军制服,naval_uniform,
Clothing,Formal,陆军制服,military_uniform,
Clothing,Formal,纳粹制服,ss_uniform/nazi_uniform,
Clothing,Formal,女仆装,maid,
Clothing,Formal,女侍从的制服,stile_uniform,
Clothing,Formal,巫女服,miko,
Clothing,Formal,工作服,overalls,
Clothing,Formal,职场制服,business_suit,
Clothing,Formal,护士服,nurse,
Clothing,Formal,厨师工装,chef_uniform,
Clothing,Formal,白大褂,labcoat,
Clothing,Formal,啦啦队服,cheerleader,
Clothing,Formal,乐队制服,band_uniform,
Clothing,Formal,宇航服,space_suit,
Clothing,Formal,连衣裤,leotard,
Clothing,Formal,修女服,domineering,
Clothing,Style,中国服饰,china_dress,
Clothing,Style,中国风,chinese_style,
Clothing,Style,传统服装,traditional_clothes,
Clothing,Style,日式服装,japanese_clothes,
Clothing,Style,袢缠(日式),hanten_(clothes),
Clothing,Style,韩服,hanbok,
Clothing,Style,朝鲜服饰,korean_clothes,
Clothing,Style,西部风格,western,
Clothing,Style,德国服装,german_clothes,
Clothing,Style,哥特风格,gothic,
Clothing,Style,洛丽塔风格,lolita,
Clothing,Style,哥特洛丽塔风格,gothic_lolita,
Clothing,Style,拜占庭风格,byzantine_fashion,
Clothing,Style,热带特征的,Tropical,
Clothing,Style,印度风格,indian_style,
Clothing,Style,越南校服（奥黛）,Ao_Dai,
Clothing,Style,阿伊努人的服饰,ainu_clothes,
Clothing,Style,阿拉伯服饰,arabian_clothes,
Clothing,Style,埃及风格服饰,egyptian_clothes,
Clothing,Style,套装,costume,
Clothing,Style,动物系套装(皮套),animal_costume,
Clothing,Style,兔子服装,bunny_costume,
Clothing,Style,原设服装改编,adapted_costume,
Clothing,Style,猫系服装,cat_costume,
Clothing,Style,皮套狗,dog_costume,
Clothing,Style,熊套装,bear_costume,
Clothing,Style,经润饰的服装,embellished_costume,
Clothing,Style,圣诞风格服装,santa_costume,
Clothing,Style,万圣节服装,halloween_costume,
Clothing,Style,香霖堂天狗装束,kourindou_tengu_costume,
Clothing,Style,与原设不同衣服,alternate_costume,
Clothing,Style,换衣play,costume_switch,
Clothing,Style,模因服装,meme_attire,
Clothing,Casual,休闲,casual,
Clothing,Casual,休闲服,loungewear,
Clothing,Casual,卫衣,hoodie,
Clothing,Casual,居家服,homewear,
Clothing,Casual,睡衣,pajamas,
Clothing,Casual,睡衣,nightgown,
Clothing,Casual,睡衣,sleepwear,
Clothing,Casual,情趣睡衣,babydoll,
Clothing,Casual,印花睡衣,print_pajamas,
Clothing,Casual,波点睡衣,polka_dot_pajamas,
Clothing,Casual,浴衣,yukata,
Clothing,Casual,唐装,chinese_clothes,
Clothing,Casual,汉服,hanfu,
Clothing,Casual,道袍,Taoist robe,
Clothing,Casual,长袍,robe,
Clothing,Casual,混合长袍,robe_of_blending,
Clothing,Casual,斗篷,cloak,
Clothing,Casual,连帽斗篷,hooded_cloak,
Clothing,Casual,冬装,winter_clothes,
Clothing,Casual,羽绒服,down jacket,
Clothing,Casual,圣诞装,santa,
Clothing,Casual,舞娘服,harem_outfit,
Clothing,Casual,耸肩(服装),shrug_(clothing),
Clothing,Sportswear,运动服,sportswear,
Clothing,Sportswear,运动服,gym_uniform,
Clothing,Sportswear,体操服,athletic_leotard,
Clothing,Sportswear,网球衫,tennis_uniform,
Clothing,Sportswear,棒球服,baseball_uniform,
Clothing,Sportswear,棒球夹克,letterman_jacket,
Clothing,Sportswear,排球服,volleyball_uniform,
Clothing,Sportswear,自行车运动服,biker_clothes,
Clothing,Sportswear,骑行套装,bikesuit,
Clothing,Sportswear,摔角服,wrestling_outfit,
Clothing,Sportswear,武道服,dougi,
Clothing,Sportswear,瑜伽服,yoga_pants,
Clothing,Sportswear,跑步服,running_clothes,
Clothing,Sportswear,足球服,soccer_uniform,
Clothing,Sportswear,篮球服,basketball_uniform,
Clothing,Sportswear,游泳衣,swimsuit,
Clothing,Sportswear,舞蹈服,dance_wear,
Clothing,Sportswear,健美操服,aerobics_wear,
Clothing,Sportswear,高尔夫球服,golf_attire,
Clothing,Sportswear,橄榄球服,rugby_uniform,
Clothing,Sportswear,曲棍球服,hockey_uniform,
Clothing,Sportswear,滑雪服,ski_suit,
Clothing,Sportswear,潜水服,wetsuit,
Clothing,Swimwear,泳装,swimsuit,
Clothing,Swimwear,泳衣,swimwear,
Clothing,Swimwear,湿泳衣,wet_swimsuit,
Clothing,Swimwear,学校泳装（死库水）,school_swimsuit,
Clothing,Swimwear,新式死库水,new_school_swimsuit,
Clothing,Swimwear,旧式死库水,old_school_swimsuit,
Clothing,Swimwear,竞泳死库水,competition_school_swimsuit,
Clothing,Swimwear,赛用泳衣,competition_swimsuit,
Clothing,Swimwear,连体泳衣,casual_one-piece_swimsuit,
Clothing,Swimwear,拉链在正面的泳衣,front_zipper_swimsuit,
Clothing,Swimwear,高开衩的泳衣,highleg_swimsuit,
Clothing,Swimwear,一体式泳衣,one-piece_swimsuit,
Clothing,Swimwear,常夏的泳衣,swimsuit_of_perpetual_summer,
Clothing,Swimwear,比基尼,bikini,
Clothing,Swimwear,双色比基尼,mismatched_bikini,
Clothing,Swimwear,多色款比基尼,multicolored_bikini,
Clothing,Swimwear,高腰比基尼,highleg_bikini,
Clothing,Swimwear,低腰比基尼,lowleg_bikini,
Clothing,Swimwear,V字泳衣,slingshot_swimsuit,
Clothing,Swimwear,水手服款比基尼,sailor_bikini,
Clothing,Swimwear,贝壳比基尼,shell_bikini,
Clothing,Swimwear,运动比基尼,sports_bikini,
Clothing,Swimwear,系绳比基尼,string_bikini,
Clothing,Swimwear,无肩带比基尼,strapless_bikini,
Clothing,Swimwear,细带款比基尼,side-tie_bikini,
Clothing,Swimwear,前系带比基尼上衣,front-tie_bikini_top,
Clothing,Swimwear,多绑带比基尼,multi-strapped_bikini,
Clothing,Swimwear,丁字裤比基尼,thong_bikini,
Clothing,Swimwear,从正面打结的比基尼,front-tie_bikini,
Clothing,Swimwear,花边比基尼,frilled_bikini,
Clothing,Swimwear,带O型环的比基尼,o-ring_bikini,
Clothing,Swimwear,眼罩比基尼,eyepatch_bikini,
Clothing,Swimwear,分层比基尼,layered_bikini,
Clothing,Swimwear,带蝴蝶结的比基尼,bow_bikini,
Clothing,Swimwear,花边泳衣,frilled_swimsuit,
Clothing,Swimwear,圆斑泳衣,polka_dot_swimsuit,
Clothing,Swimwear,条纹泳衣,striped_swimsuit,
Clothing,Swimwear,条纹比基尼,striped_bikini,
Clothing,Swimwear,格子比基尼,plaid_bikini,
Clothing,Swimwear,圆斑比基尼,polka_dot_bikini,
Clothing,Swimwear,印花比基尼,print_bikini,
Clothing,Swimwear,美国国旗比基尼,american_flag_bikini,
Clothing,Swimwear,德国国旗比基尼,german_flag_bikini,
Clothing,Swimwear,人体彩绘般的泳衣,impossible_swimsuit,
Clothing,Swimwear,只穿着比基尼上衣,bikini_top,
Clothing,Swimwear,仅比基尼上衣,bikini_top_only,
Clothing,Swimwear,脱下了比基尼上衣,bikini_top_removed,
Clothing,Swimwear,仅比基尼下装,bikini_bottom_only,
Clothing,Swimwear,比基尼泳裤,bikini_bottom,
Clothing,Swimwear,解开的比基尼,untied_bikini,
Clothing,Swimwear,从三点剥开的比基尼,bikini_aside,
Clothing,Swimwear,泳衣裆部挪到一边,swimsuit_aside,
Clothing,Swimwear,衣服里面穿着泳衣,swimsuit_under_clothes,
Clothing,Swimwear,破损的泳衣,torn_swimsuit,
Clothing,Swimwear,比基尼裙,bikini_skirt,
Clothing,Swimwear,泳裤,swim_briefs,
Clothing,Swimwear,泳帽,swim_cap,
Clothing,Swimwear,泳裤,swim_trunks,
Clothing,Swimwear,男用泳裤,male_swimwear,
Clothing,Uniform,改装制服,adapted_uniform,
Clothing,Uniform,安齐奥军服,anzio_military_uniform,
Clothing,Uniform,安齐奥校服,anzio_school_uniform,
Clothing,Uniform,亚利亚公司制服,aria_company_uniform,
Clothing,Uniform,阿什福特学院制服,ashford_academy_uniform,
Clothing,Uniform,BC自由学园制服,bc_freedom_military_uniform,
Clothing,Uniform,迦勒底制服,chaldea_uniform,
Clothing,Uniform,知波单学院制服,chi-hatan_military_uniform,
Clothing,Uniform,点兔女仆装,fleur_de_lapin_uniform,
Clothing,Uniform,加尔格·马可大修道院制服,garreg_mach_monastery_uniform,
Clothing,Uniform,宝石之国的制服,gem_uniform_(houseki_no_kuni),
Clothing,Uniform,花咲川女子学园,hanasakigawa_school_uniform,
Clothing,Uniform,私立光坂高等学校校服,hikarizaka_private_high_school_uniform,
Clothing,Uniform,穗群原学园制服,homurahara_academy_uniform,
Clothing,Uniform,神山高中校服,kamiyama_high_school_uniform,
Clothing,Uniform,继续高中军服,keizoku_military_uniform,
Clothing,Uniform,北高中制服,kita_high_school_uniform,
Clothing,Uniform,清澄高中校服,kiyosumi_school_uniform,
Clothing,Uniform,鲁纳诺娃魔法学校校服,luna_nova_school_uniform,
Clothing,Uniform,明治女学生制服,meiji_schoolgirl_uniform,
Clothing,Uniform,见泷原中学校制服,mitakihara_school_uniform,
Clothing,Uniform,波路中学校服,nami_junior_high_school_uniform,
Clothing,Uniform,七色丘中学校服,nanairogaoka_middle_school_uniform,
Clothing,Uniform,七森中学校服,nanamori_school_uniform,
Clothing,Uniform,私立直江津高校制服,naoetsu_high_school_uniform,
Clothing,Uniform,新大岛学园校服,national_shin_ooshima_school_uniform,
Clothing,Uniform,大洗联队军装,ooarai_military_uniform,
Clothing,Uniform,大洗联队校服,ooarai_school_uniform,
Clothing,Uniform,国立音乃木坂学院女子制服,otonokizaka_school_uniform,
Clothing,Uniform,帕拉迪岛军装,paradis_military_uniform,
Clothing,Uniform,极地迦勒底制服,polar_chaldea_uniform,
Clothing,Uniform,真理学院军装,pravda_military_uniform,
Clothing,Uniform,真理学院校服,pravda_school_uniform,
Clothing,Uniform,点兔兔之家制服,rabbit_house_uniform,
Clothing,Uniform,雷门足球队服,raimon_soccer_uniform,
Clothing,Uniform,陵樱学园制服,ryouou_school_uniform,
Clothing,Uniform,美少女战士制服,sailor_senshi_uniform,
Clothing,Uniform,栅川中学校服,sakugawa_school_uniform,
Clothing,Uniform,樱丘女子高等学校校服,sakuragaoka_high_school_uniform,
Clothing,Uniform,桑德斯军装,saunders_military_uniform,
Clothing,Uniform,桑德斯附高校服,saunders_school_uniform,
Clothing,Uniform,圣祥大附小学校校服,seishou_elementary_school_uniform,
Clothing,Uniform,死后世界战线制服,shinda_sekai_sensen_uniform,
Clothing,Uniform,秀知院学园制服,shuuchiin_academy_uniform,
Clothing,Uniform,秀尽学院制服,shuujin_academy_uniform,
Clothing,Uniform,圣葛罗莉安娜军装,st._glorianas_military_uniform,
Clothing,Uniform,圣葛罗莉安娜女学园校服,st._glorianas_school_uniform,
Clothing,Uniform,星光学园制服,starlight_academy_uniform,
Clothing,Uniform,时定高校校服,tokisadame_school_uniform,
Clothing,Uniform,常盘台中学校服,tokiwadai_school_uniform,
Clothing,Uniform,友枝小学校服,tomoeda_elementary_school_uniform,
Clothing,Uniform,时空管理局军服,tsab_ground_military_uniform,
Clothing,Uniform,雄英高中校服,u.a._school_uniform,
Clothing,Uniform,浦之星女学院校服,uranohoshi_school_uniform,
Clothing,Uniform,八十神高中校服,yasogami_school_uniform,
Clothing,Top,女式衬衫,blouse,
Clothing,Top,白衬衫,white_shirt,
Clothing,Top,有领衬衫,collared_shirt,
Clothing,Top,西服衬衫,dress_shirt,
Clothing,Top,水手服衬衫,sailor_shirt,
Clothing,Top,短衬衫,cropped_shirt,
Clothing,Top,T恤,t-shirt,
Clothing,Top,日常T恤,casual T-shirts,
Clothing,Top,短袖T恤,short sleeve T-shirts,
Clothing,Top,露肩衬衫(搭肩衫),off-shoulder_shirt,
Clothing,Top,包肩上衣,shrug_(clothing),
Clothing,Top,开襟毛衣衫,cardigan,
Clothing,Top,交叉吊带衫,criss-cross_halter,
Clothing,Top,褶边衬衫,frilled_shirt,
Clothing,Top,长袖运动卫衣,sweatshirt,
Clothing,Top,夏威夷衫,hawaiian_shirt,
Clothing,Top,连帽衫,hoodie,
Clothing,Top,贴合程度不合逻辑的衬衫,Impossible shirt,
Clothing,Top,(烹饪时穿的)罩衫,kappougi,
Clothing,Top,格子衬衫,plaid_shirt,
Clothing,Top,马球衫,polo_shirt,
Clothing,Top,印花衬衫,print_shirt,
Clothing,Top,衬衫,shirt,
Clothing,Top,无袖连帽衫,sleeveless_hoodie,
Clothing,Top,无袖衬衫,sleeveless_shirt,
Clothing,Top,条纹衬衫,striped_shirt,
Clothing,Top,背心(居家),tank_top,
Clothing,Top,背心(正式),vest,
Clothing,Top,背心(正式),waistcoat,
Clothing,Top,吊帶背心(小可愛),camisole,
Clothing,Top,系带衬衫(把衣角和下擺打结),tied_shirt,
Clothing,Top,汗衫,undershirt,
Clothing,Top,截短上衣,crop_top,
Clothing,Top,高开衩的衣物,highleg,
Clothing,Top,衣服漏洞,clothing_cutout,
Clothing,Top,露背上衣,back_cutout,
Clothing,Top,乳沟处开洞,cleavage_cutout,
Clothing,Top,肚脐开洞,navel_cutout,
Clothing,Top,露腰上衣,midriff,
Clothing,Top,心形开口,heart_cutout,
Clothing,Top,撕裂的衣服,torn_clothes,
Clothing,Top,撕裂的衬衫,torn_shirt,
Clothing,Top,脱衣服中,undressing,
Clothing,Top,褪下衣物,clothes_down,
Clothing,Top,掀起衬衫,shirt_lift,
Clothing,Top,衬衫拉下来,shirt_pull,
Clothing,Top,衬衫塞进去,shirt_tucked_in,
Clothing,Top,拖拽衣服,clothes_tug,
Clothing,Top,拖拽衬衫,shirt_tug,
Clothing,Top,解开的衬衫,untucked_shirt,
Clothing,Top,掀自己衣服,lifted_by_self,
Clothing,Top,掀自己衣服,untied,
Clothing,Top,敞开的衣服,open_clothes,
Clothing,Top,解开纽扣的衬衫,unbuttoned shirt,
Clothing,Top,纽扣之间的缝隙(没解开),button_gap,
Clothing,Top,解开部分纽扣,partially_unbuttoned,
Clothing,Top,拉开上部分拉链,partially_unzipped,
Clothing,Top,脱下的衣服,clothes_removed,
Clothing,Top,脱下衬衫,shirt_removed,
Clothing,Top,衣服滑落,wardrobe_error,
Clothing,Top,穿衣方式错了,undersized_clothes,
Clothing,Top,衣物紧紧的,tight,
Clothing,Top,嵌入(拉裆部衣物所致),wedgie,
Clothing,Top,衣服出了意外(如崩开),wardrobe_malfunction,
Clothing,Top,绷紧的衬衫,taut_shirt,
Clothing,Top,绷紧的衣服,taut_clothes,
Clothing,Top,勒出下胸围,underbust,
Clothing,Top,过大号的衣服,oversized_clothes,
Clothing,Top,过大号衬衫,oversized_shirt,
Clothing,Top,男友的衣服,borrowed_garments,
Clothing,Top,衣物吊带滑落(导致走光),strap_slip,
Clothing,Top,湿衬衫,wet_shirt,
Clothing,Top,偷衣服,clothes_theft,
Clothing,Outerwear,西装外套,blazer,
Clothing,Outerwear,大衣,overcoat,
Clothing,Outerwear,双排纽扣,double-breasted,
Clothing,Outerwear,长外套,long_coat,
Clothing,Outerwear,一种宽上衣,haori,
Clothing,Outerwear,冬季大衣,winter_coat,
Clothing,Outerwear,连帽大衣,hooded_coat,
Clothing,Outerwear,皮草大衣,fur_coat,
Clothing,Outerwear,镶边皮草大衣,fur-trimmed_coat,
Clothing,Outerwear,粗呢大衣,duffel_coat,
Clothing,Outerwear,派克大衣,parka,
Clothing,Outerwear,夹克衫,jacket,
Clothing,Outerwear,夹克部分移除,jacket_partially_removed,
Clothing,Outerwear,夹克被移除,jacket_removed,
Clothing,Outerwear,开襟夹克,open_jacket,
Clothing,Outerwear,短款夹克,cropped_jacket,
Clothing,Outerwear,运动夹克,track_jacket,
Clothing,Outerwear,连帽运动夹克,hooded_track_jacket,
